Gene	UniProt	Domain_Name	Start	End
AJUBA	AJUBA	LIM zinc-binding 3	462	530
AKAP17A	AK17A	RRM	147	256
AKAP10	AKA10	RGS 1	125	369
AKAP10	AKA10	RGS 2	379	505
AKAP1	AKAP1	KH	607	671
AKAP1	AKAP1	Tudor	758	817
ANKDD1A	AKD1A	Death	413	501
ANKDD1B	AKD1B	Death	427	515
ANKIB1	AKIB1	UIM	851	870
AKAP13	AKP13	DH	1994	2191
AKAP13	AKP13	PH	2231	2333
AKT1	AKT1	PH	5	108
AKT1	AKT1	Protein kinase	150	408
AKT1	AKT1	AGC-kinase C-terminal	409	480
AKT2	AKT2	PH	5	108
AKT2	AKT2	Protein kinase	152	409
AKT2	AKT2	AGC-kinase C-terminal	410	481
AKT3	AKT3	PH	5	107
AKT3	AKT3	Protein kinase	148	405
AKT3	AKT3	AGC-kinase C-terminal	406	479
AKTIP	AKTIP	UBC core	74	222
ALDH1L1	AL1L1	Carrier	318	395
ALDH1L2	AL1L2	Carrier	339	416
ALS2CL	AL2CL	VPS9	796	942
ALB	ALBU	Albumin 1	19	210
ALB	ALBU	Albumin 2	211	403
ALB	ALBU	Albumin 3	404	601
ALG13	ALG13	OTU	231	352
ALG13	ALG13	Tudor	492	552
ALKBH1	ALKB1	Fe2OG dioxygenase	208	347
ALKBH2	ALKB2	Fe2OG dioxygenase	152	257
ALKBH3	ALKB3	Fe2OG dioxygenase	172	278
ALKBH4	ALKB4	Fe2OG dioxygenase	150	274
ALKBH6	ALKB6	Fe2OG dioxygenase	96	227
ALKBH8	ALKB8	RRM	43	120
ALKBH8	ALKB8	Fe2OG dioxygenase	220	337
AGMO	ALKMO	Fatty acid hydroxylase	120	249
ALK	ALK	MAM 1	264	427
ALK	ALK	LDL-receptor class A	437	473
ALK	ALK	MAM 2	478	636
ALK	ALK	Protein kinase	1116	1392
ALPK1	ALPK1	Alpha-type protein kinase	1017	1237
ALPK2	ALPK2	Ig-like 1	10	114
ALPK2	ALPK2	Ig-like 2	1786	1874
ALPK2	ALPK2	Alpha-type protein kinase	1901	2133
ALPK3	ALPK3	Ig-like 1	77	168
ALPK3	ALPK3	Ig-like 2	1274	1362
ALPK3	ALPK3	Alpha-type protein kinase	1390	1625
GFER	ALR	ERV/ALR sulfhydryl oxidase	95	195
ALS2	ALS2	DH	690	885
ALS2	ALS2	PH	901	1007
ALS2	ALS2	VPS9	1513	1657
IGFALS	ALS	LRRNT	32	74
IGFALS	ALS	LRRCT	536	605
AMBP	AMBP	BPTI/Kunitz inhibitor 1	231	281
AMBP	AMBP	BPTI/Kunitz inhibitor 2	287	337
AMMECR1L	AMERL	AMMECR1	97	291
AMFR	AMFR	CUE	456	498
AMIGO1	AMGO1	LRRNT	28	61
AMIGO1	AMGO1	LRRCT	221	272
AMIGO1	AMGO1	Ig-like C2-type	269	353
AMIGO2	AMGO2	LRRNT	40	68
AMIGO2	AMGO2	LRRCT	228	284
AMIGO2	AMGO2	Ig-like C2-type	289	379
AMIGO3	AMGO3	LRRNT	25	61
AMIGO3	AMGO3	LRRCT	219	275
AMIGO3	AMGO3	Ig-like C2-type	277	370
AMHR2	AMHR2	Protein kinase	203	518
AMMECR1	AMMR1	AMMECR1	119	313
AMN	AMNLS	VWFC	202	254
AMPH	AMPH	BAR	24	240
AMPH	AMPH	SH3	622	695
ANKRD13A	AN13A	UIM 1	483	502
ANKRD13A	AN13A	UIM 2	519	538
ANKRD13A	AN13A	UIM 3	549	568
ANKRD13A	AN13A	UIM 4	574	590
ANKRD13B	AN13B	UIM 1	503	522
ANKRD13B	AN13B	UIM 2	585	604
ANKRD13B	AN13B	UIM 3	610	626
ANKRD13D	AN13D	UIM 1	482	501
ANKRD13D	AN13D	UIM 2	528	547
ANKRD13D	AN13D	UIM 3	564	583
ANKRD13D	AN13D	UIM 4	589	605
ANP32A	AN32A	LRRCT	123	161
ANP32B	AN32B	LRRCT	123	161
ANP32E	AN32E	LRRCT	123	161
AR	ANDR	NR LBD	669	900
ANKFY1	ANFY1	BTB	68	130
ANGPTL1	ANGL1	Fibrinogen C-terminal	271	491
ANGPTL2	ANGL2	Fibrinogen C-terminal	269	489
ANGPTL3	ANGL3	Fibrinogen C-terminal	237	455
ANGPTL4	ANGL4	Fibrinogen C-terminal	179	401
ANGPTL5	ANGL5	Fibrinogen C-terminal	141	383
ANGPTL6	ANGL6	Fibrinogen C-terminal	251	469
ANGPTL7	ANGL7	Fibrinogen C-terminal	122	343
ANGPT1	ANGP1	Fibrinogen C-terminal	277	497
ANGPT2	ANGP2	Fibrinogen C-terminal	275	495
ANGPT4	ANGP4	Fibrinogen C-terminal	282	502
ANK1	ANK1	ZU5 1	913	1068
ANK1	ANK1	ZU5 2	1070	1216
ANK1	ANK1	Death	1403	1487
ANK2	ANK2	ZU5 1	968	1156
ANK2	ANK2	ZU5 2	1158	1304
ANK2	ANK2	Death 1	1450	1535
ANK2	ANK2	Death 2	3569	3653
ANK3	ANK3	ZU5 1	984	1139
ANK3	ANK3	ZU5 2	1141	1288
ANK3	ANK3	Death	4090	4174
ANKEF1	ANKE1	EF-hand	335	369
ANKFN1	ANKF1	Fibronectin type-III	270	366
ANKHD1	ANKH1	KH	1695	1759
ANKK1	ANKK1	Protein kinase	22	289
ANKLE1	ANKL1	LEM	355	399
ANKLE1	ANKL1	GIY-YIG	448	566
ANKLE2	ANKL2	LEM	69	113
ANKS3	ANKS3	SAM	425	488
ANKS6	ANKS6	SAM	773	836
ANKZF1	ANKZ1	VLRF1	203	346
ANLN	ANLN	PH	983	1107
PRMT1	ANM1	SAM-dependent MTase PRMT-type	50	361
PRMT2	ANM2	SH3	30	89
PRMT2	ANM2	SAM-dependent MTase PRMT-type	99	432
PRMT3	ANM3	SAM-dependent MTase PRMT-type	217	531
PRMT5	ANM5	SAM-dependent MTase PRMT-type	308	615
PRMT6	ANM6	SAM-dependent MTase PRMT-type	44	374
PRMT7	ANM7	SAM-dependent MTase PRMT-type 1	14	345
PRMT7	ANM7	SAM-dependent MTase PRMT-type 2	358	684
PRMT8	ANM8	SAM-dependent MTase PRMT-type	73	394
PRMT9	ANM9	SAM-dependent MTase PRMT-type 1	137	466
PRMT9	ANM9	SAM-dependent MTase PRMT-type 2	530	845
NPR1	ANPRA	Protein kinase	528	805
NPR1	ANPRA	Guanylate cyclase	876	1006
NPR2	ANPRB	Protein kinase	513	786
NPR2	ANPRB	Guanylate cyclase	861	991
ANKRD17	ANR17	KH	1725	1789
ANKRD27	ANR27	VPS9	233	371
ANKRD31	ANR31	RAMA	1683	1778
ANKRD60	ANR60	Ubiquitin-like	96	172
ANKS1A	ANS1A	SAM 1	696	762
ANKS1A	ANS1A	SAM 2	770	837
ANKS1A	ANS1A	PID	936	1091
ANKS1B	ANS1B	SAM 1	810	876
ANKS1B	ANS1B	SAM 2	884	949
ANKS1B	ANS1B	PID	1056	1213
ANKS4B	ANS4B	SAM	351	403
ANTXR1	ANTR1	VWFA	44	215
ANTXR2	ANTR2	VWFA	44	213
ANTXRL	ANTRL	VWFA	76	246
AOAH	AOAH	Saposin B-type	37	118
AOX1	AOXA	2Fe-2S ferredoxin-type	5	92
AOX1	AOXA	FAD-binding PCMH-type	236	421
SNAP91	AP180	ENTH	14	145
AP1G1	AP1G1	GAE	702	817
AP1G2	AP1G2	GAE	665	780
AP1M1	AP1M1	MHD	168	421
AP1M2	AP1M2	MHD	168	421
AP2M1	AP2M1	MHD	170	434
AP3M1	AP3M1	MHD	176	417
AP3M2	AP3M2	MHD	176	417
TEPSIN	AP4AT	ENTH	8	141
NUDT2	AP4A	Nudix hydrolase	1	139
AP4M1	AP4M1	MHD	184	452
AP5M1	AP5M1	MHD	206	476
APAF1	APAF	CARD	1	90
APAF1	APAF	NB-ARC	104	415
APBA1	APBA1	PID	457	643
APBA1	APBA1	PDZ 1	656	742
APBA1	APBA1	PDZ 2	747	822
APBA2	APBA2	PID	368	555
APBA2	APBA2	PDZ 1	568	654
APBA2	APBA2	PDZ 2	659	734
APBA3	APBA3	PID	217	381
APBA3	APBA3	PDZ 1	394	480
APBA3	APBA3	PDZ 2	485	560
APBB1	APBB1	WW	253	285
APBB1	APBB1	PID 1	370	509
APBB1	APBB1	PID 2	542	699
APBB2	APBB2	WW	290	322
APBB2	APBB2	PID 1	413	578
APBB2	APBB2	PID 2	584	736
APBB3	APBB3	WW	29	61
APBB3	APBB3	PID 1	113	280
APBB3	APBB3	PID 2	285	440
ANAPC10	APC10	DOC	2	185
APLF	APLF	FHA-like	1	108
APLP1	APLP1	E1	50	212
APLP1	APLP1	E2	293	484
APLP2	APLP2	E1	46	205
APLP2	APLP2	BPTI/Kunitz inhibitor	306	364
APLP2	APLP2	E2	373	564
LPA	APOA	Kringle 1	27	105
LPA	APOA	Kringle 2	141	219
LPA	APOA	Kringle 3	255	333
LPA	APOA	Kringle 4	369	447
LPA	APOA	Kringle 5	483	561
LPA	APOA	Kringle 6	597	675
LPA	APOA	Kringle 7	711	789
LPA	APOA	Kringle 8	825	903
LPA	APOA	Kringle 9	939	1017
LPA	APOA	Kringle 10	1053	1131
LPA	APOA	Kringle 11	1167	1245
LPA	APOA	Kringle 12	1273	1351
LPA	APOA	Kringle 13	1387	1465
LPA	APOA	Kringle 14	1501	1579
LPA	APOA	Kringle 15	1615	1693
LPA	APOA	Kringle 16	1719	1799
LPA	APOA	Peptidase S1	1820	2038
APOB	APOB	Vitellogenin	46	672
APOH	APOH	Sushi 1	21	81
APOH	APOH	Sushi 2	82	139
APOH	APOH	Sushi 3	140	202
APOH	APOH	Sushi 4	203	262
ASPRV1	APRV1	Peptidase A2	207	288
APTX	APTX	FHA-like	38	87
APTX	APTX	HIT	182	287
ARAF	ARAF	RBD	19	91
ARAF	ARAF	Protein kinase	310	570
ATRAID	ARAID	EGF-like	152	193
ARAP1	ARAP1	SAM	6	70
ARAP1	ARAP1	PH 1	327	419
ARAP1	ARAP1	PH 2	440	529
ARAP1	ARAP1	Arf-GAP	535	660
ARAP1	ARAP1	PH 3	743	850
ARAP1	ARAP1	Rho-GAP	954	1139
ARAP1	ARAP1	Ras-associating	1172	1261
ARAP1	ARAP1	PH 4	1274	1396
ARAP2	ARAP2	SAM	6	70
ARAP2	ARAP2	PH 1	482	574
ARAP2	ARAP2	PH 2	587	679
ARAP2	ARAP2	Arf-GAP	676	811
ARAP2	ARAP2	PH 3	878	1003
ARAP2	ARAP2	PH 4	1014	1114
ARAP2	ARAP2	Rho-GAP	1116	1297
ARAP2	ARAP2	Ras-associating	1326	1420
ARAP2	ARAP2	PH 5	1434	1537
ARAP3	ARAP3	SAM	4	68
ARAP3	ARAP3	PH 1	287	379
ARAP3	ARAP3	PH 2	394	483
ARAP3	ARAP3	Arf-GAP	480	611
ARAP3	ARAP3	Rho-GAP	907	1088
ARAP3	ARAP3	Ras-associating	1117	1210
ARAP3	ARAP3	PH 3	1223	1325
GRK2	ARBK1	RGS	54	175
GRK2	ARBK1	Protein kinase	191	453
GRK2	ARBK1	AGC-kinase C-terminal	454	521
GRK2	ARBK1	PH	558	652
GRK3	ARBK2	RGS	54	175
GRK3	ARBK2	Protein kinase	191	453
GRK3	ARBK2	AGC-kinase C-terminal	454	521
GRK3	ARBK2	PH	558	652
AREG	AREG	EGF-like	142	182
AREL1	AREL1	HECT	483	823
ARFGAP1	ARFG1	Arf-GAP	7	124
ARFGAP2	ARFG2	Arf-GAP	11	127
ARFGAP3	ARFG3	Arf-GAP	10	126
ARFIP1	ARFP1	AH	153	353
ARFIP2	ARFP2	AH	121	321
ARHGEF28	ARG28	DH	849	1044
ARHGEF28	ARG28	PH	1086	1188
ARHGEF33	ARG33	DH	265	440
ARHGEF39	ARG39	DH	22	197
ARHGEF39	ARG39	PH	227	331
ARHGEF10L	ARGAL	DH	316	503
ARHGEF37	ARH37	DH	30	213
ARHGEF37	ARH37	BAR	254	455
ARHGEF37	ARH37	SH3 1	506	569
ARHGEF37	ARH37	SH3 2	602	665
ARHGEF38	ARH38	DH	94	285
ARHGEF38	ARH38	BAR	327	536
ARHGEF38	ARH38	SH3 1	582	645
ARHGEF38	ARH38	SH3 2	713	776
ARHGEF40	ARH40	DH	1085	1253
ARHGEF40	ARH40	PH	1265	1372
ARHGEF1	ARHG1	RGSL	41	232
ARHGEF1	ARHG1	DH	416	605
ARHGEF1	ARHG1	PH	647	760
ARHGEF2	ARHG2	DH	235	432
ARHGEF2	ARHG2	PH	472	571
ARHGEF3	ARHG3	DH	122	304
ARHGEF3	ARHG3	PH	291	449
ARHGEF4	ARHG4	SH3	194	253
ARHGEF4	ARHG4	DH	284	468
ARHGEF4	ARHG4	PH	499	606
ARHGEF5	ARHG5	DH	1174	1358
ARHGEF5	ARHG5	PH	1390	1502
ARHGEF5	ARHG5	SH3	1510	1571
ARHGEF6	ARHG6	Calponin-homology (CH)	1	111
ARHGEF6	ARHG6	SH3	160	219
ARHGEF6	ARHG6	DH	241	421
ARHGEF6	ARHG6	PH	443	548
ARHGEF7	ARHG7	Calponin-homology (CH)	1	133
ARHGEF7	ARHG7	SH3	184	243
ARHGEF7	ARHG7	DH	271	451
ARHGEF7	ARHG7	PH	473	578
NET1	ARHG8	DH	174	356
NET1	ARHG8	PH	386	501
ARHGEF9	ARHG9	SH3	8	67
ARHGEF9	ARHG9	DH	103	287
ARHGEF9	ARHG9	PH	318	425
ARHGEF10	ARHGA	DH	421	608
ARHGEF11	ARHGB	PDZ	47	126
ARHGEF11	ARHGB	RGSL	306	486
ARHGEF11	ARHGB	DH	734	923
ARHGEF11	ARHGB	PH	965	1079
ARHGEF12	ARHGC	PDZ	72	151
ARHGEF12	ARHGC	RGSL	367	558
ARHGEF12	ARHGC	DH	787	977
ARHGEF12	ARHGC	PH	1019	1132
ARHGEF15	ARHGF	DH	417	601
ARHGEF16	ARHGG	DH	284	468
ARHGEF16	ARHGG	PH	501	620
ARHGEF16	ARHGG	SH3	629	689
ARHGEF17	ARHGH	DH	1066	1254
ARHGEF18	ARHGI	DH	447	644
ARHGEF18	ARHGI	PH	684	786
ARHGEF19	ARHGJ	DH	376	560
ARHGEF19	ARHGJ	PH	592	704
ARHGEF19	ARHGJ	SH3	715	776
ARHGEF25	ARHGP	DH	160	336
ARHGEF25	ARHGP	PH	348	466
ARHGEF26	ARHGQ	DH	439	623
ARHGEF26	ARHGQ	PH	655	782
ARHGEF26	ARHGQ	SH3	789	850
LDLRAP1	ARH	PID	42	196
ARID1A	ARI1A	ARID	1017	1108
ARID1B	ARI1B	ARID	1136	1227
ARID3A	ARI3A	ARID	238	330
ARID3A	ARI3A	REKLES	444	541
ARID3B	ARI3B	ARID	215	307
ARID3B	ARI3B	REKLES	419	517
ARID3C	ARI3C	ARID	113	205
ARID3C	ARI3C	REKLES	304	389
ARID4A	ARI4A	ARID	309	401
ARID4A	ARI4A	Tudor-knot	576	628
ARID4B	ARI4B	ARID	306	398
ARID4B	ARI4B	Tudor-knot	572	624
ARID5A	ARI5A	ARID	55	147
ARID5B	ARI5B	ARID	318	410
ARID2	ARID2	ARID	13	105
RAD54L2	ARIP4	Helicase ATP-binding	292	512
RAD54L2	ARIP4	Helicase C-terminal	728	896
ARMC5	ARMC5	BTB	748	816
ARMC9	ARMC9	LisH	7	39
ARNT2	ARNT2	bHLH	63	116
ARNT2	ARNT2	PAS 1	134	209
ARNT2	ARNT2	PAS 2	323	393
ARNT2	ARNT2	PAC	398	441
ARNT	ARNT	bHLH	89	142
ARNT	ARNT	PAS 1	161	235
ARNT	ARNT	PAS 2	349	419
ARNT	ARNT	PAC	424	467
ARPP21	ARP21	R3H	164	227
ARPP21	ARP21	SUZ	228	300
ASAP1	ASAP1	PH	324	416
ASAP1	ASAP1	Arf-GAP	439	560
ASAP1	ASAP1	SH3	1067	1129
ASAP2	ASAP2	PH	305	397
ASAP2	ASAP2	Arf-GAP	421	543
ASAP2	ASAP2	SH3	944	1006
ASAP3	ASAP3	PH	302	394
ASAP3	ASAP3	Arf-GAP	426	551
ASB10	ASB10	SOCS box	412	464
ASB11	ASB11	SOCS box	273	323
ASB12	ASB12	SOCS box	268	308
ASB13	ASB13	SOCS box	229	278
ASB14	ASB14	SOCS box	521	576
ASB15	ASB15	SOCS box	524	579
ASB16	ASB16	SOCS box	398	450
ASB17	ASB17	SOCS box	232	295
ASB18	ASB18	SOCS box	405	463
ASB1	ASB1	SOCS box	286	335
ASB2	ASB2	UIM	26	45
ASB2	ASB2	SOCS box	586	635
ASB3	ASB3	SOCS box	441	504
ASB4	ASB4	SOCS box	371	423
ASB5	ASB5	SOCS box	278	329
ASB6	ASB6	SOCS box	360	415
ASB7	ASB7	SOCS box	265	318
ASB8	ASB8	SOCS box	235	288
ASB9	ASB9	SOCS box	240	294
ASCC1	ASCC1	KH	86	148
ASCC2	ASCC2	CUE	467	510
ASCC3	ASCC3	Helicase ATP-binding 1	486	669
ASCC3	ASCC3	Helicase C-terminal 1	728	914
ASCC3	ASCC3	SEC63 1	978	1287
ASCC3	ASCC3	Helicase ATP-binding 2	1336	1511
ASCC3	ASCC3	Helicase C-terminal 2	1544	1739
ASCC3	ASCC3	SEC63 2	1812	2176
ASCL1	ASCL1	bHLH	118	170
ASCL2	ASCL2	bHLH	50	102
ASCL3	ASCL3	bHLH	93	145
ASCL4	ASCL4	bHLH	72	124
ASCL5	ASCL5	bHLH	155	207
PYCARD	ASC	Pyrin	1	91
PYCARD	ASC	CARD	107	195
ASGR1	ASGR1	C-type lectin	161	278
ASGR2	ASGR2	C-type lectin	176	302
ASH1L	ASH1L	AWS	2091	2142
ASH1L	ASH1L	SET	2145	2261
ASH1L	ASH1L	Post-SET	2269	2285
ASH1L	ASH1L	Bromo	2444	2550
ASH1L	ASH1L	BAH	2661	2798
ASH2L	ASH2L	B30.2/SPRY	360	583
ASIP	ASIP	Agouti	93	132
SMPD1	ASM	Saposin B-type	87	171
ASNSD1	ASND1	Glutamine amidotransferase type-2	2	184
ASNSD1	ASND1	Asparagine synthetase	285	601
ASNS	ASNS	Glutamine amidotransferase type-2	2	191
ASNS	ASNS	Asparagine synthetase	213	536
ASPSCR1	ASPC1	UBX	386	462
ASPM	ASPM	Calponin-homology (CH) 1	920	1056
ASPM	ASPM	Calponin-homology (CH) 2	1110	1261
ASPM	ASPM	IQ 1	1347	1378
ASPM	ASPM	IQ 2	1393	1422
ASPM	ASPM	IQ 3	1582	1613
ASPM	ASPM	IQ 4	1632	1661
ASPM	ASPM	IQ 5	1655	1684
ASPM	ASPM	IQ 6	1728	1757
ASPM	ASPM	IQ 7	1751	1782
ASPM	ASPM	IQ 8	1801	1830
ASPM	ASPM	IQ 9	1824	1853
ASPM	ASPM	IQ 10	1874	1903
ASPM	ASPM	IQ 11	1897	1928
ASPM	ASPM	IQ 12	1947	1978
ASPM	ASPM	IQ 13	1970	2001
ASPM	ASPM	IQ 14	2020	2049
ASPM	ASPM	IQ 15	2043	2074
ASPM	ASPM	IQ 16	2093	2124
ASPM	ASPM	IQ 17	2116	2147
ASPM	ASPM	IQ 18	2166	2197
ASPM	ASPM	IQ 19	2189	2218
ASPM	ASPM	IQ 20	2239	2270
ASPM	ASPM	IQ 21	2262	2293
ASPM	ASPM	IQ 22	2311	2342
ASPM	ASPM	IQ 23	2334	2365
ASPM	ASPM	IQ 24	2384	2415
ASPM	ASPM	IQ 25	2407	2438
ASPM	ASPM	IQ 26	2457	2488
ASPM	ASPM	IQ 27	2530	2561
ASPM	ASPM	IQ 28	2624	2653
ASPM	ASPM	IQ 29	2665	2696
ASPM	ASPM	IQ 30	2688	2719
ASPM	ASPM	IQ 31	2738	2767
ASPM	ASPM	IQ 32	2859	2890
ASPM	ASPM	IQ 33	2909	2938
ASPM	ASPM	IQ 34	2932	2963
ASPM	ASPM	IQ 35	2954	2985
ASPM	ASPM	IQ 36	3029	3060
ASPM	ASPM	IQ 37	3079	3110
ASPM	ASPM	IQ 38	3181	3210
ASPM	ASPM	IQ 39	3204	3235
ASPN	ASPN	LRRNT	66	102
PPP1R13B	ASPP1	SH3	1019	1081
TP53BP2	ASPP2	SH3	1057	1119
ASTL	ASTL	Peptidase M12A	85	282
ASTN1	ASTN1	EGF-like 1	459	507
ASTN1	ASTN1	EGF-like 2	608	652
ASTN1	ASTN1	EGF-like 3	656	708
ASTN1	ASTN1	Fibronectin type-III	1030	1145
ASTN2	ASTN2	EGF-like 1	510	550
ASTN2	ASTN2	EGF-like 2	651	695
ASTN2	ASTN2	EGF-like 3	699	751
ASTN2	ASTN2	Fibronectin type-III	1065	1188
GRAMD1A	ASTRA	GRAM	91	158
GRAMD1A	ASTRA	VASt	367	538
GRAMD1B	ASTRB	GRAM	96	163
GRAMD1B	ASTRB	VASt	372	543
GRAMD1C	ASTRC	GRAM	69	136
GRAMD1C	ASTRC	VASt	326	497
ASXL1	ASXL1	HTH HARE-type	11	86
ASXL1	ASXL1	DEUBAD	255	364
ASXL2	ASXL2	HTH HARE-type	11	86
ASXL2	ASXL2	DEUBAD	274	383
ASXL3	ASXL3	HTH HARE-type	10	84
ASXL3	ASXL3	DEUBAD	254	363
ASZ1	ASZ1	SAM	272	334
ATXN7L1	AT7L1	SCA7	284	351
ATXN7L2	AT7L2	SCA7	230	297
ATXN7L3	AT7L3	SCA7	196	263
ATAD2	ATAD2	Bromo	980	1092
ATAT1	ATAT	N-acetyltransferase	1	190
ATCAY	ATCAY	CRAL-TRIO	171	328
ATAD2B	ATD2B	Bromo	951	1066
ATF1	ATF1	KID	31	90
ATF1	ATF1	bZIP	213	271
ATF2	ATF2	bZIP	352	415
ATF3	ATF3	bZIP	86	149
ATF4	ATF4	bZIP	278	341
ATF5	ATF5	bZIP	208	271
ATF6	ATF6A	bZIP	306	369
ATF6B	ATF6B	bZIP	325	388
ATF7	ATF7	bZIP	332	395
ATG2A	ATG2A	Chorein N-terminal	14	111
ATG2B	ATG2B	Chorein N-terminal	13	108
ADAMTSL1	ATL1	TSP type-1 1	33	82
ADAMTSL1	ATL1	TSP type-1 2	376	424
ADAMTSL1	ATL1	TSP type-1 3	436	493
ADAMTSL1	ATL1	TSP type-1 4	522	584
ADAMTSL1	ATL1	TSP type-1 5	607	665
ADAMTSL1	ATL1	TSP type-1 6	666	729
ADAMTSL1	ATL1	TSP type-1 7	788	850
ADAMTSL1	ATL1	Ig-like C2-type 1	861	963
ADAMTSL1	ATL1	Ig-like C2-type 2	1164	1266
ADAMTSL1	ATL1	Ig-like C2-type 3	1286	1369
ADAMTSL1	ATL1	Ig-like C2-type 4	1395	1485
ADAMTSL1	ATL1	TSP type-1 8	1545	1608
ADAMTSL1	ATL1	TSP type-1 9	1666	1726
ADAMTSL1	ATL1	PLAC	1726	1762
ADAMTSL2	ATL2	TSP type-1 1	47	106
ADAMTSL2	ATL2	TSP type-1 2	564	618
ADAMTSL2	ATL2	TSP type-1 3	622	686
ADAMTSL2	ATL2	TSP type-1 4	688	736
ADAMTSL2	ATL2	TSP type-1 5	737	795
ADAMTSL2	ATL2	TSP type-1 6	797	851
ADAMTSL2	ATL2	TSP type-1 7	853	908
ADAMTSL2	ATL2	PLAC	912	950
ADAMTSL3	ATL3	TSP type-1 1	75	124
ADAMTSL3	ATL3	TSP type-1 2	418	468
ADAMTSL3	ATL3	TSP type-1 3	478	535
ADAMTSL3	ATL3	TSP type-1 4	564	626
ADAMTSL3	ATL3	TSP type-1 5	703	760
ADAMTSL3	ATL3	TSP type-1 6	763	818
ADAMTSL3	ATL3	TSP type-1 7	819	881
ADAMTSL3	ATL3	Ig-like C2-type 1	896	992
ADAMTSL3	ATL3	Ig-like C2-type 2	1185	1279
ADAMTSL3	ATL3	Ig-like C2-type 3	1296	1378
ADAMTSL3	ATL3	TSP type-1 8	1424	1482
ADAMTSL3	ATL3	TSP type-1 9	1483	1545
ADAMTSL3	ATL3	TSP type-1 10	1597	1644
ADAMTSL3	ATL3	PLAC	1655	1691
ADAMTSL4	ATL4	TSP type-1 1	48	93
ADAMTSL4	ATL4	TSP type-1 2	723	782
ADAMTSL4	ATL4	TSP type-1 3	783	842
ADAMTSL4	ATL4	TSP type-1 4	845	909
ADAMTSL4	ATL4	TSP type-1 5	910	969
ADAMTSL4	ATL4	TSP type-1 6	970	1026
ADAMTSL4	ATL4	PLAC	1029	1066
ADAMTSL5	ATL5	TSP type-1	45	97
ADAMTSL5	ATL5	NTR	360	479
ATL1	ATLA1	GB1/RHD3-type G	64	309
ATL2	ATLA2	GB1/RHD3-type G	91	336
ATL3	ATLA3	GB1/RHD3-type G	57	305
ATM	ATM	FAT	1940	2566
ATM	ATM	PI3K/PI4K catalytic	2686	2998
ATM	ATM	FATC	3024	3056
ATOH1	ATOH1	bHLH	159	211
ATOH7	ATOH7	bHLH	40	92
ATOH8	ATOH8	bHLH	230	282
ATOX1	ATOX1	HMA	1	63
ATP7A	ATP7A	HMA 1	8	74
ATP7A	ATP7A	HMA 2	85	151
ATP7A	ATP7A	HMA 3	171	237
ATP7A	ATP7A	HMA 4	277	343
ATP7A	ATP7A	HMA 5	377	443
ATP7A	ATP7A	HMA 6	488	554
ATP7A	ATP7A	HMA 7	564	630
ATP7B	ATP7B	HMA 1	58	124
ATP7B	ATP7B	HMA 2	143	209
ATP7B	ATP7B	HMA 3	257	323
ATP7B	ATP7B	HMA 4	359	425
ATP7B	ATP7B	HMA 5	488	554
ATP7B	ATP7B	HMA 6	564	630
ATRNL1	ATRN1	EGF-like 1	53	91
ATRNL1	ATRN1	CUB	93	209
ATRNL1	ATRN1	EGF-like 2	207	245
ATRNL1	ATRN1	PSI 1	614	657
ATRNL1	ATRN1	PSI 2	666	709
ATRNL1	ATRN1	PSI 3	715	760
ATRNL1	ATRN1	C-type lectin	755	873
ATRNL1	ATRN1	PSI 4	889	939
ATRNL1	ATRN1	PSI 5	942	1012
ATRNL1	ATRN1	Laminin EGF-like 1	1014	1059
ATRNL1	ATRN1	Laminin EGF-like 2	1060	1108
ATRN	ATRN	EGF-like	101	129
ATRN	ATRN	CUB	132	248
ATRN	ATRN	PSI 1	703	748
ATRN	ATRN	PSI 2	755	794
ATRN	ATRN	C-type lectin	795	919
ATRN	ATRN	PSI 3	932	983
ATRN	ATRN	PSI 4	986	1061
ATRN	ATRN	Laminin EGF-like 1	1063	1108
ATRN	ATRN	Laminin EGF-like 2	1109	1157
ATRX	ATRX	ADD	159	296
ATRX	ATRX	Helicase ATP-binding	1581	1768
ATRX	ATRX	Helicase C-terminal	2025	2205
ATR	ATR	FAT	1640	2185
ATR	ATR	PI3K/PI4K catalytic	2296	2604
ATR	ATR	FATC	2612	2644
ADAMTS10	ATS10	Peptidase M12B	239	457
ADAMTS10	ATS10	Disintegrin	460	546
ADAMTS10	ATS10	TSP type-1 1	547	602
ADAMTS10	ATS10	TSP type-1 2	825	883
ADAMTS10	ATS10	TSP type-1 3	884	945
ADAMTS10	ATS10	TSP type-1 4	947	1001
ADAMTS10	ATS10	TSP type-1 5	1003	1058
ADAMTS10	ATS10	PLAC	1065	1103
ADAMTS12	ATS12	Peptidase M12B	246	456
ADAMTS12	ATS12	Disintegrin	465	544
ADAMTS12	ATS12	TSP type-1 1	542	597
ADAMTS12	ATS12	TSP type-1 2	823	883
ADAMTS12	ATS12	TSP type-1 3	887	943
ADAMTS12	ATS12	TSP type-1 4	944	997
ADAMTS12	ATS12	TSP type-1 5	1313	1366
ADAMTS12	ATS12	TSP type-1 6	1368	1422
ADAMTS12	ATS12	TSP type-1 7	1423	1471
ADAMTS12	ATS12	TSP type-1 8	1472	1532
ADAMTS12	ATS12	PLAC	1535	1575
ADAMTS13	ATS13	Peptidase M12B	80	286
ADAMTS13	ATS13	Disintegrin	287	383
ADAMTS13	ATS13	TSP type-1 1	384	439
